id,title,subject,topic,year_group,year_band,diagram_type,description,style_notes,tags,source,curated,image_url,asset_ref
pdl-1047,Material card — stone,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of stone with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""stone""]",Adaptly Primary Catalogue,0,,
pdl-1048,Material card — ceramic,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of ceramic with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""ceramic""]",Adaptly Primary Catalogue,0,,
pdl-1049,Material card — leather,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of leather with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""leather""]",Adaptly Primary Catalogue,0,,
pdl-1050,Material card — cardboard,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of cardboard with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""cardboard""]",Adaptly Primary Catalogue,0,,
pdl-1051,Material card — wool,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of wool with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""wool""]",Adaptly Primary Catalogue,0,,
pdl-1052,Material card — cotton,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of cotton with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""cotton""]",Adaptly Primary Catalogue,0,,
pdl-1053,Material card — silk,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of silk with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""silk""]",Adaptly Primary Catalogue,0,,
pdl-1054,Material card — aluminium-foil,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of aluminium-foil with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""aluminium foil""]",Adaptly Primary Catalogue,0,,
pdl-1055,Material card — clay,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of clay with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""clay""]",Adaptly Primary Catalogue,0,,
pdl-1056,Material card — sponge,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of sponge with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""sponge""]",Adaptly Primary Catalogue,0,,
pdl-1057,Material card — foam,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of foam with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""foam""]",Adaptly Primary Catalogue,0,,
pdl-1058,Material sort — hard vs soft,Chemistry,Materials,Year 2,KS1,diagram_a,Material sort — hard vs soft,2- or 4-column grid with property headers,"[""materials"",""sorting"",""investigation""]",Adaptly Primary Catalogue,0,,
pdl-1059,Material sort — bendy vs rigid,Chemistry,Materials,Year 2,KS1,diagram_a,Material sort — bendy vs rigid,2- or 4-column grid with property headers,"[""materials"",""sorting"",""investigation""]",Adaptly Primary Catalogue,0,,
pdl-1060,Material sort — waterproof vs absorbent,Chemistry,Materials,Year 2,KS1,diagram_a,Material sort — waterproof vs absorbent,2- or 4-column grid with property headers,"[""materials"",""sorting"",""investigation""]",Adaptly Primary Catalogue,0,,
pdl-1061,Material sort — opaque/translucent/transparent,Chemistry,Materials,Year 2,KS1,diagram_a,Material sort — opaque/translucent/transparent,2- or 4-column grid with property headers,"[""materials"",""sorting"",""investigation""]",Adaptly Primary Catalogue,0,,
pdl-1062,Material sort — magnetic vs non-magnetic,Chemistry,Materials,Year 2,KS1,diagram_a,Material sort — magnetic vs non-magnetic,2- or 4-column grid with property headers,"[""materials"",""sorting"",""investigation""]",Adaptly Primary Catalogue,0,,
pdl-1063,Material sort — natural vs man-made,Chemistry,Materials,Year 2,KS1,diagram_a,Material sort — natural vs man-made,2- or 4-column grid with property headers,"[""materials"",""sorting"",""investigation""]",Adaptly Primary Catalogue,0,,
pdl-1064,Solid — particles tightly packed (with brick example),Chemistry,States of matter,Year 4,LKS2,diagram_a,Solid — particles tightly packed (with brick example),"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1065,Liquid — particles flowing (with juice example),Chemistry,States of matter,Year 4,LKS2,diagram_a,Liquid — particles flowing (with juice example),"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1066,Gas — particles spread out (with balloon example),Chemistry,States of matter,Year 4,LKS2,diagram_a,Gas — particles spread out (with balloon example),"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1067,Three states — side-by-side comparison,Chemistry,States of matter,Year 4,LKS2,diagram_a,Three states — side-by-side comparison,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1068,Melting — solid → liquid arrows,Chemistry,States of matter,Year 4,LKS2,diagram_a,Melting — solid → liquid arrows,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1069,Freezing — liquid → solid arrows,Chemistry,States of matter,Year 4,LKS2,diagram_a,Freezing — liquid → solid arrows,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1070,Evaporation — liquid → gas arrows,Chemistry,States of matter,Year 4,LKS2,diagram_a,Evaporation — liquid → gas arrows,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1071,Condensation — gas → liquid arrows,Chemistry,States of matter,Year 4,LKS2,diagram_a,Condensation — gas → liquid arrows,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1072,Water cycle states overlay,Chemistry,States of matter,Year 4,LKS2,diagram_a,Water cycle states overlay,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1073,Heating curve — particle view,Chemistry,States of matter,Year 4,LKS2,diagram_a,Heating curve — particle view,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1074,Cooling curve — particle view,Chemistry,States of matter,Year 4,LKS2,diagram_a,Cooling curve — particle view,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1075,Reversible vs irreversible change card,Chemistry,States of matter,Year 4,LKS2,diagram_a,Reversible vs irreversible change card,"Coloured particles, container outline, motion arrows in liquid/gas","[""states-of-matter"",""particles"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1076,Push force — child pushing trolley,Physics,Forces (primary),Year 3,LKS2,diagram_a,Push force — child pushing trolley,"Red push arrows, blue pull arrows, object in cartoon style","[""forces"",""primary"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1077,Pull force — child pulling sled,Physics,Forces (primary),Year 3,LKS2,diagram_a,Pull force — child pulling sled,"Red push arrows, blue pull arrows, object in cartoon style","[""forces"",""primary"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1078,Friction — shoe on different surfaces,Physics,Forces (primary),Year 3,LKS2,diagram_a,Friction — shoe on different surfaces,"Red push arrows, blue pull arrows, object in cartoon style","[""forces"",""primary"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1079,Air resistance — parachute vs no parachute,Physics,Forces (primary),Year 3,LKS2,diagram_a,Air resistance — parachute vs no parachute,"Red push arrows, blue pull arrows, object in cartoon style","[""forces"",""primary"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1080,Water resistance — submarine shape comparison,Physics,Forces (primary),Year 3,LKS2,diagram_a,Water resistance — submarine shape comparison,"Red push arrows, blue pull arrows, object in cartoon style","[""forces"",""primary"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1081,Gravity — apple falling,Physics,Forces (primary),Year 3,LKS2,diagram_a,Gravity — apple falling,"Red push arrows, blue pull arrows, object in cartoon style","[""forces"",""primary"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1082,Floating vs sinking — objects in water,Physics,Forces (primary),Year 3,LKS2,diagram_a,Floating vs sinking — objects in water,"Red push arrows, blue pull arrows, object in cartoon style","[""forces"",""primary"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1083,Bar magnet — poles labelled,Physics,Magnets,Year 3,LKS2,diagram_a,Bar magnet — poles labelled,"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1084,Horseshoe magnet,Physics,Magnets,Year 3,LKS2,diagram_a,Horseshoe magnet,"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1085,Ring magnet,Physics,Magnets,Year 3,LKS2,diagram_a,Ring magnet,"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1086,Disc / button magnet,Physics,Magnets,Year 3,LKS2,diagram_a,Disc / button magnet,"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1087,Two magnets attracting (N–S),Physics,Magnets,Year 3,LKS2,diagram_a,Two magnets attracting (N–S),"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1088,Two magnets repelling (N–N),Physics,Magnets,Year 3,LKS2,diagram_a,Two magnets repelling (N–N),"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1089,Magnetic field lines around a bar magnet,Physics,Magnets,Year 3,LKS2,diagram_a,Magnetic field lines around a bar magnet,"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1090,Compass alignment in a magnetic field,Physics,Magnets,Year 3,LKS2,diagram_a,Compass alignment in a magnetic field,"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1091,Magnetic vs non-magnetic sorting tray,Physics,Magnets,Year 3,LKS2,diagram_a,Magnetic vs non-magnetic sorting tray,"Red north pole, blue south pole, dashed field lines","[""magnets"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1092,"Light sources poster — Sun, lamp, fire, torch, candle",Physics,Light (primary),Year 3,LKS2,diagram_a,"Light sources poster — Sun, lamp, fire, torch, candle","Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1093,How shadows form — object blocking light,Physics,Light (primary),Year 3,LKS2,diagram_a,How shadows form — object blocking light,"Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1094,Shadow length over the day,Physics,Light (primary),Year 3,LKS2,diagram_a,Shadow length over the day,"Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1095,"Reflective surfaces — mirror, water, polished metal",Physics,Light (primary),Year 3,LKS2,diagram_a,"Reflective surfaces — mirror, water, polished metal","Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1096,Reflection in a flat mirror — incoming/outgoing rays,Physics,Light (primary),Year 3,LKS2,diagram_a,Reflection in a flat mirror — incoming/outgoing rays,"Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1097,How we see — light bouncing off object into eye,Physics,Light (primary),Year 3,LKS2,diagram_a,How we see — light bouncing off object into eye,"Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1098,Refraction — pencil in glass of water (KS2),Physics,Light (primary),Year 3,LKS2,diagram_a,Refraction — pencil in glass of water (KS2),"Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1099,Periscope — two-mirror diagram (Y6),Physics,Light (primary),Year 3,LKS2,diagram_a,Periscope — two-mirror diagram (Y6),"Yellow rays from sources, shadows shown on ground/walls","[""light"",""shadows"",""Y3"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1100,"Sound sources poster — instrument, voice, animal, alarm",Physics,Sound (primary),Year 4,LKS2,diagram_a,"Sound sources poster — instrument, voice, animal, alarm","Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1101,Sound is a vibration — drum + arrows,Physics,Sound (primary),Year 4,LKS2,diagram_a,Sound is a vibration — drum + arrows,"Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1102,How we hear — outer/middle/inner ear path,Physics,Sound (primary),Year 4,LKS2,diagram_a,How we hear — outer/middle/inner ear path,"Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1103,Pitch — high vs low waves,Physics,Sound (primary),Year 4,LKS2,diagram_a,Pitch — high vs low waves,"Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1104,Volume — quiet vs loud waves,Physics,Sound (primary),Year 4,LKS2,diagram_a,Volume — quiet vs loud waves,"Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1105,Sound through different media (solid/liquid/gas),Physics,Sound (primary),Year 4,LKS2,diagram_a,Sound through different media (solid/liquid/gas),"Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1106,Echo — sound reflecting off cliff,Physics,Sound (primary),Year 4,LKS2,diagram_a,Echo — sound reflecting off cliff,"Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1107,Hearing protection — concert / fireworks,Physics,Sound (primary),Year 4,LKS2,diagram_a,Hearing protection — concert / fireworks,"Blue waves radiating from source, child ear in section","[""sound"",""vibration"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1108,Sun-Earth-Moon system — labelled,Physics,Earth and space (primary),Year 5,UKS2,diagram_a,Sun-Earth-Moon system — labelled,"Realistic colours, orbits as dashed ellipses","[""earth-space"",""astronomy"",""Y5""]",Adaptly Primary Catalogue,0,,
pdl-1109,Why we have day and night — Earth rotation,Physics,Earth and space (primary),Year 5,UKS2,diagram_a,Why we have day and night — Earth rotation,"Realistic colours, orbits as dashed ellipses","[""earth-space"",""astronomy"",""Y5""]",Adaptly Primary Catalogue,0,,
